nxHelBake1.g11301.t3	
nxHelBake1.g17494.t1	
nxHelBake1.g14682.t2	GO:0016491
nxHelBake1.g13884.t1	
nxHelBake1.g8051.t1	GO:0030544,GO:0051083,GO:0043022,GO:0006450
nxHelBake1.g10048.t1	
nxHelBake1.g12600.t1	
nxHelBake1.g12022.t1	GO:0016491
nxHelBake1.g3501.t1	GO:0006508,GO:0008233
nxHelBake1.g9914.t1	GO:0003676
nxHelBake1.g12973.t1	GO:0003677,GO:0003700,GO:0006366
nxHelBake1.g9881.t1	GO:0006508,GO:0004222,GO:0008270,GO:0008237
nxHelBake1.g513.t1	GO:0003723,GO:0003676
nxHelBake1.g11381.t1	GO:0071596,GO:0030163,GO:0061630,GO:0008270
nxHelBake1.g3808.t1	
nxHelBake1.g18659.t1	GO:0004672,GO:0006468,GO:0007165,GO:0005524,GO:0004674
nxHelBake1.g11399.t2	GO:0005524,GO:0003676,GO:0003724
nxHelBake1.g10667.t1	GO:0016787
nxHelBake1.g16081.t1	GO:0044237
nxHelBake1.g6802.t1	
nxHelBake1.g2774.t1	GO:0005515,GO:0005524,GO:0016887,GO:0022008
nxHelBake1.g3230.t1	
nxHelBake1.g9906.t1	
nxHelBake1.g3038.t1	
nxHelBake1.g9042.t1	
nxHelBake1.g5708.t1	GO:0008237
nxHelBake1.g13768.t1	GO:0006508,GO:0016020,GO:0008241,GO:0008237
nxHelBake1.g16307.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g5727.t1	
nxHelBake1.g5320.t1	GO:0005515,GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g8215.t1	GO:0008138,GO:0017017,GO:0006470,GO:0016311
nxHelBake1.g8618.t1	GO:0005254
nxHelBake1.g3021.t1	
nxHelBake1.g9435.t1	
nxHelBake1.g13976.t1	
nxHelBake1.g8963.t1	GO:0005254
nxHelBake1.g3383.t1	
nxHelBake1.g10036.t2	
nxHelBake1.g15241.t1	
nxHelBake1.g10804.t1	GO:0008138,GO:0006470,GO:0016311
nxHelBake1.g5983.t1	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g15822.t1	
nxHelBake1.g13900.t2	GO:0005515
nxHelBake1.g13120.t1	
nxHelBake1.g13523.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g13076.t1	
nxHelBake1.g16817.t1	
nxHelBake1.g18099.t1	
nxHelBake1.g18829.t1	GO:0032780,GO:0005739,GO:0042030
nxHelBake1.g2280.t1	GO:0005515
nxHelBake1.g12856.t1	
nxHelBake1.g1656.t1	
nxHelBake1.g1953.t1	
nxHelBake1.g214.t1	GO:0007267,GO:0016540,GO:0007275
nxHelBake1.g16925.t1	GO:0046983
nxHelBake1.g839.t1	GO:0006355,GO:0003700,GO:0035329
nxHelBake1.g5258.t1	GO:0005509
nxHelBake1.g14708.t1	
nxHelBake1.g14442.t1	
nxHelBake1.g3449.t1	GO:0008289
nxHelBake1.g7393.t1	GO:0009966,GO:0046658,GO:0062023
nxHelBake1.g2859.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g11093.t1	GO:0000145,GO:0006893
nxHelBake1.g8151.t1	
nxHelBake1.g17433.t1	
nxHelBake1.g13467.t1	
nxHelBake1.g15085.t1	
nxHelBake1.g11157.t1	
nxHelBake1.g4760.t1	
nxHelBake1.g17183.t1	
nxHelBake1.g18783.t1	
nxHelBake1.g10687.t1	GO:0006644,GO:0050482,GO:0004623
nxHelBake1.g5846.t1	
nxHelBake1.g13319.t1	
nxHelBake1.g655.t1	GO:0009986
nxHelBake1.g16384.t1	GO:0005515
nxHelBake1.g8275.t5	GO:0003723,GO:0003676,GO:0045892
nxHelBake1.g15997.t1	
nxHelBake1.g9164.t1	GO:0005515
nxHelBake1.g16314.t1	
nxHelBake1.g14551.t1	
nxHelBake1.g13793.t1	GO:0008270,GO:0016787,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g2671.t1	
nxHelBake1.g17958.t2	GO:0035556,GO:0007264,GO:0005085
nxHelBake1.g13498.t1	GO:0006508,GO:0003676,GO:0004252
nxHelBake1.g16915.t1	GO:0005515,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g5528.t1	
nxHelBake1.g17524.t1	GO:0006376,GO:0005685,GO:0003729
nxHelBake1.g12044.t1	GO:0055085,GO:0016020,GO:0030001,GO:0046873
nxHelBake1.g14799.t5	
nxHelBake1.g670.t1	GO:0071805,GO:0016020,GO:0005267,GO:0042802
nxHelBake1.g17960.t1	
nxHelBake1.g14579.t1	GO:0055085,GO:0005524,GO:0140359,GO:0016021
nxHelBake1.g15061.t2	
nxHelBake1.g654.t1	GO:0009986
nxHelBake1.g3955.t1	GO:0016021,GO:0008146,GO:1902884,GO:0047756,GO:0030206
nxHelBake1.g17602.t1	GO:0003824,GO:0016866,GO:0004494,GO:0031419
nxHelBake1.g16427.t1	
nxHelBake1.g7455.t1	
nxHelBake1.g1415.t1	
nxHelBake1.g5309.t1	
nxHelBake1.g15324.t1	GO:0016020,GO:0030001,GO:0046873
nxHelBake1.g12942.t1	GO:0016020,GO:0006888,GOLGI MEMBRANE PROTEIN YIP1
nxHelBake1.g2166.t1	GO:0008299,GO:0005524,GO:0005829,GO:0004163,GO:0016831,GO:0019287
nxHelBake1.g16397.t1	GO:0005777
nxHelBake1.g6902.t1	
nxHelBake1.g18244.t1	
nxHelBake1.g15743.t1	
nxHelBake1.g7978.t1	
nxHelBake1.g17220.t4	
nxHelBake1.g13865.t1	
nxHelBake1.g12506.t1	GO:0005743,GO:0006850
nxHelBake1.g17712.t2	GO:0019985,GO:0003677,GO:0003887,GO:0006281,GO:0016035,GO:0003676,GO:0000166
nxHelBake1.g4347.t2	GO:0005634
nxHelBake1.g1031.t1	GO:0000398
nxHelBake1.g11765.t1	
nxHelBake1.g14449.t1	
nxHelBake1.g14448.t1	
nxHelBake1.g7921.t1	GO:0003723,GO:0003676
nxHelBake1.g12215.t1	
nxHelBake1.g6503.t1	GO:0003677,GO:0005524,GO:0005634,GO:0032508,GO:0006270,GO:0042555,GO:1905775
nxHelBake1.g10125.t1	
nxHelBake1.g9330.t1	GO:0016787
nxHelBake1.g9484.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g7401.t1	GO:0055085,GO:0008324,GO:0006812,GO:0016021
nxHelBake1.g11416.t1	GO:0004672,GO:0006468
nxHelBake1.g4500.t1	GO:0097193
nxHelBake1.g141.t1	GO:0005515
nxHelBake1.g6603.t1	
nxHelBake1.g18459.t1	GO:0005515,GO:0003777,GO:0007018
nxHelBake1.g32.t1	GO:0005515,GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g17197.t1	
nxHelBake1.g16237.t1	GO:0003677
nxHelBake1.g17235.t1	GO:0016765,GO:0004659,GO:0016021
nxHelBake1.g6124.t1	
nxHelBake1.g13702.t1	GO:0016020
nxHelBake1.g6698.t2	GO:0016627,GO:0050660
nxHelBake1.g12951.t1	
nxHelBake1.g15296.t1	GO:0000422,GO:0000045
nxHelBake1.g5586.t1	
nxHelBake1.g8721.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g17476.t1	
nxHelBake1.g15422.t1	
nxHelBake1.g1624.t1	
nxHelBake1.g16579.t2	GO:0003723,GO:0003676
nxHelBake1.g15951.t1	
nxHelBake1.g16188.t1	
nxHelBake1.g1620.t1	
nxHelBake1.g4839.t1	GO:0055085,GO:0016020,GO:0015267
nxHelBake1.g5385.t1	GO:0003677
nxHelBake1.g994.t1	
nxHelBake1.g6670.t1	
nxHelBake1.g7344.t1	
nxHelBake1.g4701.t1	GO:0007165,GO:0019888,GO:0000159
nxHelBake1.g10207.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g361.t1	GO:0000439,GO:0001671,GO:0006289
nxHelBake1.g18862.t1	GO:0003723,GO:0003676
nxHelBake1.g15682.t1	GO:0016540
nxHelBake1.g11752.t1	
nxHelBake1.g9452.t1	
nxHelBake1.g4288.t1	GO:0016705,GO:0005506,GO:0004497,GO:0020037
nxHelBake1.g1040.t1	
nxHelBake1.g16315.t1	
nxHelBake1.g5344.t1	
nxHelBake1.g10384.t1	GO:0043631,GO:0016779,GO:0004652,GO:0031499
nxHelBake1.g9336.t2	
nxHelBake1.g12300.t1	
nxHelBake1.g9062.t1	
nxHelBake1.g18968.t1	GO:0016787
nxHelBake1.g11703.t6	GO:0003677
nxHelBake1.g15519.t1	
nxHelBake1.g11223.t1	GO:0016301,GO:0032958
nxHelBake1.g77.t1	
nxHelBake1.g11073.t1	GO:0005515
nxHelBake1.g4160.t2	
nxHelBake1.g2608.t1	
nxHelBake1.g7670.t1	GO:0004518
nxHelBake1.g7840.t1	GO:0005515
nxHelBake1.g4328.t1	GO:0042302
nxHelBake1.g5749.t1	GO:0008270,GO:0006508,GO:0031012,GO:0004222,GO:0008237
nxHelBake1.g2349.t1	
nxHelBake1.g12428.t1	
nxHelBake1.g1583.t1	GO:0010309
nxHelBake1.g2659.t1	
nxHelBake1.g18481.t1	GO:0016020,GO:0030001,GO:0046873
nxHelBake1.g16873.t1	GO:0016491
nxHelBake1.g12129.t1	
nxHelBake1.g9732.t1	GO:0032981
nxHelBake1.g11121.t1	GO:0004518
nxHelBake1.g10310.t1	
nxHelBake1.g8230.t1	
nxHelBake1.g14477.t1	
nxHelBake1.g1221.t1	GO:0016491
nxHelBake1.g1347.t1	
nxHelBake1.g11448.t1	GO:0004619,GO:0005737,GO:0030145,GO:0006007,GO:0003824,GO:0046872
nxHelBake1.g17127.t1	
nxHelBake1.g16947.t1	GO:0005730,GO:0034511,GO:0006364
nxHelBake1.g386.t1	
nxHelBake1.g13481.t2	GO:0016491,GO:0005506
nxHelBake1.g11542.t1	GO:0004674,GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g14599.t1	GO:0005515,GO:0045296,GO:0007155
nxHelBake1.g6191.t1	
nxHelBake1.g16506.t1	
nxHelBake1.g3932.t1	GO:0006879,GO:0003713
nxHelBake1.g10754.t1	
nxHelBake1.g6686.t2	GO:0003723,GO:0003676
nxHelBake1.g8496.t1	
nxHelBake1.g4889.t1	GO:0016907,GO:0016021,GO:0004930,GO:0005887,GO:0007186
nxHelBake1.g8563.t1	
nxHelBake1.g16514.t1	
nxHelBake1.g2584.t1	
nxHelBake1.g8008.t1	
nxHelBake1.g12827.t2	
nxHelBake1.g18822.t1	
nxHelBake1.g7936.t4	
nxHelBake1.g13883.t1	
nxHelBake1.g1137.t1	GO:0016020,GO:0005452,GO:0006820,GO:0016021
nxHelBake1.g7162.t1	GO:0016274,GO:0018216
nxHelBake1.g17168.t1	
nxHelBake1.g2327.t1	
nxHelBake1.g183.t1	
nxHelBake1.g3094.t1	GO:0007034
nxHelBake1.g11056.t1	
nxHelBake1.g4000.t1	
nxHelBake1.g5379.t1	
nxHelBake1.g23.t1	GO:0016671
nxHelBake1.g15433.t1	GO:0003677,GO:0000786,GO:0046982
nxHelBake1.g11563.t1	
nxHelBake1.g881.t1	
nxHelBake1.g4123.t1	
nxHelBake1.g576.t1	GO:0016021
nxHelBake1.g1991.t2	GO:0004672,GO:0006468,GO:0005003,GO:0005524,GO:0005887,GO:0005515,GO:0004713,GO:0007169
nxHelBake1.g4130.t1	
nxHelBake1.g9387.t1	
nxHelBake1.g16865.t1	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g5805.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g12421.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g10092.t1	
nxHelBake1.g15468.t1	
nxHelBake1.g15088.t1	GO:0003824,GO:0030170,GO:0009058
nxHelBake1.g12585.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g16647.t1	
nxHelBake1.g5480.t1	
nxHelBake1.g18016.t1	
nxHelBake1.g9366.t1	
nxHelBake1.g8749.t1	GO:0003677,GO:0005634,GO:0003684,GO:0006289
nxHelBake1.g5584.t1	
nxHelBake1.g4127.t1	
nxHelBake1.g6200.t1	
nxHelBake1.g18710.t1	GO:0016491
nxHelBake1.g10899.t1	
nxHelBake1.g1456.t2	GO:0005515
nxHelBake1.g7367.t1	
nxHelBake1.g7901.t1	
nxHelBake1.g569.t1	
nxHelBake1.g12216.t4	GO:0006508,GO:0008236,GO:0004252
nxHelBake1.g5139.t2	
nxHelBake1.g9127.t1	
nxHelBake1.g7490.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g10170.t1	
nxHelBake1.g5303.t1	GO:0006508,GO:0008270,GO:0008237
nxHelBake1.g10047.t4	GO:0005198,GO:0003779,GO:0005856
nxHelBake1.g15016.t1	
nxHelBake1.g17093.t1	GO:0000387
nxHelBake1.g8569.t1	
nxHelBake1.g15640.t1	
nxHelBake1.g3849.t1	
nxHelBake1.g2548.t2	
nxHelBake1.g13099.t1	GO:0005666,GO:0006383
nxHelBake1.g6731.t1	GO:0003723
nxHelBake1.g3840.t1	
nxHelBake1.g18393.t1	GO:0005509
nxHelBake1.g11090.t1	
nxHelBake1.g5079.t1	
nxHelBake1.g4541.t1	GO:0005515,GO:0000045
nxHelBake1.g14539.t2	
nxHelBake1.g11173.t1	
nxHelBake1.g16523.t1	
nxHelBake1.g11723.t1	
nxHelBake1.g6754.t1	
nxHelBake1.g6391.t1	GO:0007165,GO:0003924,GO:0007186,GO:0019001,GO:0031683
nxHelBake1.g17525.t1	
nxHelBake1.g17546.t1	GO:0016192,GO:0016021
nxHelBake1.g870.t1	
nxHelBake1.g14014.t1	
nxHelBake1.g18001.t2	
nxHelBake1.g6844.t1	GO:0005515
nxHelBake1.g16567.t1	
nxHelBake1.g16227.t2	
nxHelBake1.g9773.t1	
nxHelBake1.g9652.t2	
nxHelBake1.g12340.t1	GO:0005515
nxHelBake1.g12780.t1	GO:0047961,GO:0016747,GO:0005739
nxHelBake1.g18547.t1	GO:0005525,GO:0003924,GO:0007264
nxHelBake1.g17289.t1	GO:0016020,GO:0005524,GO:0140359
nxHelBake1.g737.t1	
nxHelBake1.g10699.t2	GO:0005524,GO:0003676,GO:0003724
nxHelBake1.g13274.t1	
nxHelBake1.g13802.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g341.t1	
nxHelBake1.g13905.t1	GO:0005515
nxHelBake1.g4083.t2	GO:0003824
nxHelBake1.g6684.t1	
nxHelBake1.g11067.t1	GO:0005509
nxHelBake1.g7715.t1	
nxHelBake1.g14921.t1	GO:0004867
nxHelBake1.g13493.t1	
nxHelBake1.g14892.t4	
nxHelBake1.g12320.t2	GO:0005515,GO:0035556
nxHelBake1.g6394.t1	GO:0006508,GO:0004190
nxHelBake1.g940.t1	
nxHelBake1.g8682.t1	GO:0016788,GO:0006749,GO:0050313
nxHelBake1.g4997.t1	GO:0008154
nxHelBake1.g16881.t1	
nxHelBake1.g14423.t1	
nxHelBake1.g18375.t1	GO:0005885,GO:0030833,GO:0005856,GO:0034314
nxHelBake1.g8268.t1	GO:0046872
nxHelBake1.g11666.t1	GO:0097573
nxHelBake1.g3679.t2	GO:0006508,GO:0004185
nxHelBake1.g6812.t1	GO:0016491
nxHelBake1.g18564.t1	
nxHelBake1.g12181.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g5872.t1	GO:0006508,GO:0004190
nxHelBake1.g1898.t1	
nxHelBake1.g11661.t3	GO:0018996
nxHelBake1.g9535.t1	
nxHelBake1.g18763.t1	
nxHelBake1.g3414.t1	
nxHelBake1.g13748.t1	
nxHelBake1.g905.t1	GO:0016705,GO:0005506,GO:0004497,GO:0020037
nxHelBake1.g12105.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g16330.t1	
nxHelBake1.g6203.t1	
nxHelBake1.g18352.t1	GO:0004888,GO:0034220,GO:0016021,GO:0006811,GO:0005216
nxHelBake1.g16732.t1	
nxHelBake1.g17972.t1	
nxHelBake1.g15910.t2	
nxHelBake1.g4019.t2	GO:0016192,GO:0005085
nxHelBake1.g16595.t1	
nxHelBake1.g12952.t1	
nxHelBake1.g16332.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g6226.t1	
nxHelBake1.g9418.t1	GO:0016021
nxHelBake1.g4172.t2	GO:0004672,GO:0005524,GO:0035091,GO:0006468
nxHelBake1.g9348.t1	
nxHelBake1.g15451.t1	GO:0005667,GO:0006355,GO:0000978,GO:0046983,GO:0006357
nxHelBake1.g3437.t2	GO:0005524,GO:0016887,GO:0051082,GO:0006457
nxHelBake1.g12861.t1	GO:0006338,GO:0006355,GO:0043486,GO:0005634
nxHelBake1.g13552.t2	GO:0005509
nxHelBake1.g3472.t1	GO:0016787
nxHelBake1.g9385.t1	
nxHelBake1.g10188.t1	
nxHelBake1.g766.t1	GO:0016746,GO:0008374
nxHelBake1.g9331.t1	
nxHelBake1.g3453.t2	GO:0003824
nxHelBake1.g10900.t1	
nxHelBake1.g1776.t1	GO:0042302
nxHelBake1.g1212.t1	
nxHelBake1.g4670.t1	GO:0016705,GO:0005506,GO:0004497,GO:0020037
nxHelBake1.g1208.t1	GO:0008409,GO:0003676,GO:0004527,GO:0000956
nxHelBake1.g13136.t1	
nxHelBake1.g12826.t1	GO:0016746
nxHelBake1.g9123.t1	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g2631.t1	
nxHelBake1.g6974.t1	GO:0042302
nxHelBake1.g521.t1	
nxHelBake1.g4061.t1	GO:0003824
nxHelBake1.g3692.t1	
nxHelBake1.g17918.t1	GO:0016701,GO:0009072,GO:0003868
nxHelBake1.g3223.t1	GO:0015914,GO:0016887,GO:0016021,GO:0005524,GO:0140326,GO:0000287,GO:0005215,GO:0000166
nxHelBake1.g13647.t1	
nxHelBake1.g1091.t1	
nxHelBake1.g5695.t1	
nxHelBake1.g9678.t1	
nxHelBake1.g8476.t1	
nxHelBake1.g2970.t1	
nxHelBake1.g52.t1	
nxHelBake1.g17283.t1	
nxHelBake1.g16007.t2	GO:0055085,GO:0022857,GO:0016021
nxHelBake1.g10161.t1	GO:0005515,GO:0006464
nxHelBake1.g5066.t1	
nxHelBake1.g5536.t1	
nxHelBake1.g2140.t2	
nxHelBake1.g10234.t1	
nxHelBake1.g8309.t1	GO:0006914
nxHelBake1.g7562.t1	
nxHelBake1.g3570.t1	
nxHelBake1.g5391.t1	
nxHelBake1.g9895.t1	GO:0016020
nxHelBake1.g4749.t1	GO:0003824,GO:0006596
nxHelBake1.g5522.t1	
nxHelBake1.g3186.t1	
nxHelBake1.g10163.t1	GO:0003677,GO:0000786,GO:0006334
nxHelBake1.g6826.t1	
nxHelBake1.g3456.t1	
nxHelBake1.g6145.t1	
nxHelBake1.g549.t1	
nxHelBake1.g2151.t1	
nxHelBake1.g10976.t1	
nxHelBake1.g9183.t1	GO:0000398,GO:0003676
nxHelBake1.g397.t1	
nxHelBake1.g10219.t1	
nxHelBake1.g8731.t1	
nxHelBake1.g7328.t1	
nxHelBake1.g17643.t1	
nxHelBake1.g15809.t1	
nxHelBake1.g7418.t1	GO:0015144,GO:0034219,GO:0016021
nxHelBake1.g14950.t1	GOLD domain superfamily,GOLD domain
nxHelBake1.g8502.t1	GO:0004518
nxHelBake1.g1808.t2	GO:0005515,GO:0005509
nxHelBake1.g6147.t1	GO:0007131,GO:0019789,GO:0000795
nxHelBake1.g17905.t2	GO:0007064
nxHelBake1.g11277.t1	
nxHelBake1.g9110.t1	
nxHelBake1.g4115.t2	GO:0005515,GO:0032456
nxHelBake1.g2964.t1	
nxHelBake1.g18249.t1	
nxHelBake1.g8298.t1	
nxHelBake1.g6973.t1	
nxHelBake1.g9239.t1	GO:0004867
nxHelBake1.g1679.t1	GO:0016491,GO:0016628
nxHelBake1.g612.t1	GO:0005515,GO:0006470,GO:0004725
nxHelBake1.g17526.t1	GO:0009986
nxHelBake1.g7551.t1	GO:0005515,GO:0008180
nxHelBake1.g4770.t1	
nxHelBake1.g12270.t1	GO:0008474,GO:0098599,GO:0002084
nxHelBake1.g10526.t1	
nxHelBake1.g17739.t1	
nxHelBake1.g1961.t2	GO:0016780
nxHelBake1.g12526.t1	GO:0009058,GO:0003824,GO:0030170,GO:0008483
nxHelBake1.g7838.t1	
nxHelBake1.g17753.t1	GO:0046983
nxHelBake1.g12944.t1	GO:0003723,GO:0003676
nxHelBake1.g6116.t1	
nxHelBake1.g11949.t1	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g215.t1	
nxHelBake1.g11392.t1	
nxHelBake1.g14550.t2	GO:0003779,GO:0007010
nxHelBake1.g15395.t1	
nxHelBake1.g15721.t1	
nxHelBake1.g12050.t1	
nxHelBake1.g9653.t1	GO:0005525,GO:0007165,GO:0003924,GO:0016020
nxHelBake1.g18433.t1	GO:0005515
nxHelBake1.g9721.t1	GO:0005515,GO:0003676
nxHelBake1.g7092.t2	
nxHelBake1.g3182.t1	GO:0042302
nxHelBake1.g14472.t1	
nxHelBake1.g6918.t1	GO:0032040
nxHelBake1.g16395.t1	GO:0006470,GO:0004725
nxHelBake1.g10562.t2	
nxHelBake1.g13510.t1	
nxHelBake1.g18543.t1	
nxHelBake1.g9756.t1	GO:0005525,GO:0003924,GO:0016020,GO:0007165
nxHelBake1.g1248.t1	GO:0005509,GO:0016042,GO:0050482,GO:0006644,GO:0004623
nxHelBake1.g13848.t1	
nxHelBake1.g2647.t1	
nxHelBake1.g4887.t1	
nxHelBake1.g4595.t1	GO:0006397,GO:0035145,GO:0003729
nxHelBake1.g15748.t1	
nxHelBake1.g18808.t1	
nxHelBake1.g13219.t1	
nxHelBake1.g3430.t1	GO:0005524
nxHelBake1.g10534.t1	
nxHelBake1.g4296.t1	
nxHelBake1.g10328.t1	GO:0005515
nxHelBake1.g11497.t1	GO:0001664,GO:0007165,GO:0003924,GO:0007186,GO:0019001,GO:0031683
nxHelBake1.g12184.t1	GO:0005515
nxHelBake1.g4945.t1	GO:0005096
nxHelBake1.g11172.t1	
nxHelBake1.g7122.t1	
nxHelBake1.g3093.t1	
nxHelBake1.g12638.t1	
nxHelBake1.g6345.t1	
nxHelBake1.g15163.t1	
nxHelBake1.g9395.t2	GO:0006914
nxHelBake1.g13176.t1	
nxHelBake1.g6123.t1	GO:0005515
nxHelBake1.g3103.t1	GO:0010945
nxHelBake1.g18326.t1	GO:0005515
nxHelBake1.g16851.t1	GO:0005515
nxHelBake1.g17598.t1	GO:0005524,GO:0004788,GO:0009229,GO:0030975
nxHelBake1.g5491.t1	
nxHelBake1.g14492.t1	
nxHelBake1.g9999.t4	
nxHelBake1.g3396.t2	GO:0009190,GO:0035556
nxHelBake1.g18727.t2	GO:0003677,GO:0005524,GO:0016818,GO:0004843,GO:0003676,GO:0003678,GO:0004386,GO:0016579,GO:0006139
nxHelBake1.g11294.t2	
nxHelBake1.g12398.t1	
nxHelBake1.g9337.t1	GO:0016491
nxHelBake1.g1777.t1	GO:0042302
nxHelBake1.g1778.t1	GO:0042302
nxHelBake1.g9854.t2	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g5856.t1	
nxHelBake1.g5640.t2	
nxHelBake1.g15922.t1	
nxHelBake1.g3164.t2	GO:0005515
nxHelBake1.g6908.t1	
nxHelBake1.g9202.t1	
nxHelBake1.g12505.t1	
nxHelBake1.g5181.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g12140.t1	GO:0006355,GO:0003700,GO:0003677,GO:0005524,GO:0005634
nxHelBake1.g15107.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g13170.t1	GO:0030246
nxHelBake1.g13895.t1	
nxHelBake1.g18464.t1	
nxHelBake1.g1277.t1	
nxHelBake1.g13395.t1	
nxHelBake1.g15858.t1	
nxHelBake1.g17737.t1	GO:0005509,GO:0004252,GO:0016021
nxHelBake1.g17313.t1	
nxHelBake1.g3790.t1	
nxHelBake1.g8996.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g18163.t1	
nxHelBake1.g15960.t1	
nxHelBake1.g18857.t2	
nxHelBake1.g9012.t1	GO:0016020,GO:0008021
nxHelBake1.g2776.t1	
nxHelBake1.g6023.t1	
nxHelBake1.g11788.t1	GO:0007266,GO:0051015,GO:0007155
nxHelBake1.g13607.t2	GO:0005525,GO:0016020
nxHelBake1.g18980.t3	
nxHelBake1.g4587.t1	
nxHelBake1.g18897.t1	GO:0005254
nxHelBake1.g6399.t1	
nxHelBake1.g1479.t5	GO:0003824,GO:0005975
nxHelBake1.g18837.t1	
nxHelBake1.g17977.t1	GO:0005524,GO:0016887
nxHelBake1.g17704.t1	
nxHelBake1.g13998.t1	
nxHelBake1.g10152.t1	GO:0006811,GO:0016020,GO:0055085,GO:0005216
nxHelBake1.g1888.t1	
nxHelBake1.g18667.t1	GO:0019843,GO:0006364
nxHelBake1.g2066.t1	
nxHelBake1.g15868.t1	GO:0042054,GO:0005515,GO:0016571
nxHelBake1.g14554.t2	GO:0006355,GO:0003700,GO:0004879,GO:0003677,GO:0008270,GO:0043565
nxHelBake1.g2418.t1	
nxHelBake1.g9821.t1	
nxHelBake1.g13476.t1	
nxHelBake1.g450.t1	
nxHelBake1.g7485.t1	
nxHelBake1.g17757.t1	
nxHelBake1.g446.t2	
nxHelBake1.g8319.t1	
nxHelBake1.g6879.t1	GO:0019825,GO:0020037
nxHelBake1.g7036.t1	
nxHelBake1.g15596.t1	
nxHelBake1.g17303.t1	GO:0070122,GO:0140492,GO:0005515,GO:0061578,GO:0008237
nxHelBake1.g7140.t1	
nxHelBake1.g1200.t1	GO:0016887,GO:0051276,GO:0005524,GO:0005694,GO:0005515
nxHelBake1.g13111.t1	GO:0004672,GO:0006468,GO:0007165,GO:0005524,GO:0005515
nxHelBake1.g9714.t1	GO:0005634,GO:0006334
nxHelBake1.g11035.t1	
nxHelBake1.g13426.t1	GO:0006814,GO:0016020,GO:0005509,GO:0005272
nxHelBake1.g16329.t1	
nxHelBake1.g4368.t1	
nxHelBake1.g12315.t1	GO:0003824
nxHelBake1.g16740.t1	GO:0006355,GO:0003700
nxHelBake1.g293.t1	GO:0006508,GO:0004185
nxHelBake1.g14491.t1	
nxHelBake1.g5447.t2	
nxHelBake1.g11048.t2	
nxHelBake1.g7359.t1	
nxHelBake1.g5330.t1	GO:0016021,GO:0005381,GO:0034755
nxHelBake1.g10430.t2	
nxHelBake1.g10909.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g824.t2	GO:0006085,GO:0003878,GO:0006101,GO:0046912,GO:0003824
nxHelBake1.g13416.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g6212.t1	GO:0003677
nxHelBake1.g15128.t1	
nxHelBake1.g2838.t1	
nxHelBake1.g9995.t1	GO:0090149,GO:0005741
nxHelBake1.g1987.t1	
nxHelBake1.g9634.t1	
nxHelBake1.g1109.t1	
nxHelBake1.g4079.t1	
nxHelBake1.g13067.t1	
nxHelBake1.g15558.t1	
nxHelBake1.g1806.t2	
nxHelBake1.g11769.t1	
nxHelBake1.g13563.t1	GO:0005515
nxHelBake1.g12055.t1	GO:0005515
nxHelBake1.g12252.t1	
nxHelBake1.g3387.t1	
nxHelBake1.g15820.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g543.t1	
nxHelBake1.g16131.t1	
nxHelBake1.g10718.t1	
nxHelBake1.g1083.t1	
nxHelBake1.g3913.t1	
nxHelBake1.g5074.t1	
nxHelBake1.g16559.t1	
nxHelBake1.g5145.t1	
nxHelBake1.g7736.t1	GO:0006511
nxHelBake1.g6384.t1	
nxHelBake1.g4750.t1	
nxHelBake1.g17801.t1	
nxHelBake1.g3290.t1	GO:0047617,GO:0006637
nxHelBake1.g6091.t2	GO:0004622
nxHelBake1.g16256.t1	
