gene	dS	sp
OVOC5077	0.0026	ovolvulus_vs_oochengi
OVOC11004	0.0108	ovolvulus_vs_oochengi
OVOC8412	0.0069	ovolvulus_vs_oochengi
OVOC266	0.0132	ovolvulus_vs_oochengi
OVOC8615	0.0041	ovolvulus_vs_oochengi
OVOC9597	0.0059	ovolvulus_vs_oochengi
OVOC697	0.0026	ovolvulus_vs_oochengi
OVOC1048	0.0047	ovolvulus_vs_oochengi
OVOC5589	0.0053	ovolvulus_vs_oochengi
OVOC6398	0.0772	ovolvulus_vs_oochengi
OVOC2544	0.0103	ovolvulus_vs_oochengi
OVOC4043	0.0198	ovolvulus_vs_oochengi
OVOC11196	0	ovolvulus_vs_oochengi
OVOC5946	0	ovolvulus_vs_oochengi
OVOC491	0.2074	ovolvulus_vs_oochengi
OVOC3484	0	ovolvulus_vs_oochengi
OVOC6686	0.0166	ovolvulus_vs_oochengi
OVOC9353	0.0388	ovolvulus_vs_oochengi
OVOC685	0.005	ovolvulus_vs_oochengi
OVOC2612	0.0132	ovolvulus_vs_oochengi
OVOC4227	0	ovolvulus_vs_oochengi
OVOC6050	0.0045	ovolvulus_vs_oochengi
OVOC8699	0.0087	ovolvulus_vs_oochengi
OVOC721	0.0429	ovolvulus_vs_oochengi
OVOC7879	0.0081	ovolvulus_vs_oochengi
OVOC9923	0.0056	ovolvulus_vs_oochengi
OVOC6088	0	ovolvulus_vs_oochengi
OVOC161	0.004	ovolvulus_vs_oochengi
OVOC7136	0.1246	ovolvulus_vs_oochengi
OVOC10998	0.0088	ovolvulus_vs_oochengi
OVOC227	0.002	ovolvulus_vs_oochengi
OVOC12480	0.009	ovolvulus_vs_oochengi
OVOC194	0	ovolvulus_vs_oochengi
OVOC8359	0.0086	ovolvulus_vs_oochengi
OVOC6864	0.0547	ovolvulus_vs_oochengi
OVOC9163	0.0132	ovolvulus_vs_oochengi
OVOC8675	0.0058	ovolvulus_vs_oochengi
OVOC4858	0.044	ovolvulus_vs_oochengi
OVOC4353	0.0434	ovolvulus_vs_oochengi
OVOC3	0.0093	ovolvulus_vs_oochengi
OVOC1024	0	ovolvulus_vs_oochengi
OVOC9063	0.0069	ovolvulus_vs_oochengi
OVOC4898	0	ovolvulus_vs_oochengi
OVOC8591	0.0216	ovolvulus_vs_oochengi
OVOC10461	0.0279	ovolvulus_vs_oochengi
OVOC10071	0.0227	ovolvulus_vs_oochengi
OVOC5913	0.0024	ovolvulus_vs_oochengi
OVOC690	0.017	ovolvulus_vs_oochengi
OVOC10795a	0.0236	ovolvulus_vs_oochengi
OVOC8977	0.0414	ovolvulus_vs_oochengi
OVOC5089	0.0077	ovolvulus_vs_oochengi
OVOC570	0.0026	ovolvulus_vs_oochengi
OVOC923	0.0061	ovolvulus_vs_oochengi
OVOC8649	0.0229	ovolvulus_vs_oochengi
OVOC11249	0	ovolvulus_vs_oochengi
OVOC4381	0.0036	ovolvulus_vs_oochengi
OVOC10010	0.0032	ovolvulus_vs_oochengi
OVOC6510	0.0018	ovolvulus_vs_oochengi
OVOC8005	0.0082	ovolvulus_vs_oochengi
OVOC1477	0	ovolvulus_vs_oochengi
OVOC5522	0.0173	ovolvulus_vs_oochengi
OVOC5854	0.009	ovolvulus_vs_oochengi
OVOC6675	0.0167	ovolvulus_vs_oochengi
OVOC600	0	ovolvulus_vs_oochengi
OVOC2385	0	ovolvulus_vs_oochengi
OVOC8672	0.0317	ovolvulus_vs_oochengi
OVOC8636	0.0017	ovolvulus_vs_oochengi
OVOC8400	0.0678	ovolvulus_vs_oochengi
OVOC3704	0.0529	ovolvulus_vs_oochengi
OVOC8078	0.0039	ovolvulus_vs_oochengi
OVOC13482	0.0274	ovolvulus_vs_oochengi
OVOC8885	0.0306	ovolvulus_vs_oochengi
OVOC11220	0.0057	ovolvulus_vs_oochengi
OVOC9429	0.018	ovolvulus_vs_oochengi
OVOC8178	0.0656	ovolvulus_vs_oochengi
OVOC11131	0.0015	ovolvulus_vs_oochengi
OVOC2086	0.0099	ovolvulus_vs_oochengi
OVOC6950	0.0237	ovolvulus_vs_oochengi
OVOC3884	0.0082	ovolvulus_vs_oochengi
OVOC4488	0.0041	ovolvulus_vs_oochengi
OVOC2807	0.0138	ovolvulus_vs_oochengi
OVOC5809	0.0053	ovolvulus_vs_oochengi
OVOC5220	0.0127	ovolvulus_vs_oochengi
OVOC5327	0.0101	ovolvulus_vs_oochengi
OVOC8613	0.0127	ovolvulus_vs_oochengi
OVOC4661	0.0068	ovolvulus_vs_oochengi
OVOC4130	0.0392	ovolvulus_vs_oochengi
OVOC10401	0.0103	ovolvulus_vs_oochengi
OVOC6618	0.0331	ovolvulus_vs_oochengi
OVOC4559	0.0071	ovolvulus_vs_oochengi
OVOC8566	0.0026	ovolvulus_vs_oochengi
OVOC4343	0.0036	ovolvulus_vs_oochengi
OVOC732	0.0045	ovolvulus_vs_oochengi
OVOC9330	0	ovolvulus_vs_oochengi
OVOC4667	0.0048	ovolvulus_vs_oochengi
OVOC8559	0.0027	ovolvulus_vs_oochengi
OVOC9917	0.0356	ovolvulus_vs_oochengi
OVOC365	0.0228	ovolvulus_vs_oochengi
OVOC8484	0.0064	ovolvulus_vs_oochengi
OVOC5422	0.0934	ovolvulus_vs_oochengi
OVOC5889	0.0131	ovolvulus_vs_oochengi
OVOC843	0	ovolvulus_vs_oochengi
OVOC336	0.0129	ovolvulus_vs_oochengi
OVOC5139	0.0054	ovolvulus_vs_oochengi
OVOC6234	0	ovolvulus_vs_oochengi
OVOC6429	0.0034	ovolvulus_vs_oochengi
OVOC8695	0.0515	ovolvulus_vs_oochengi
OVOC9250	0.0203	ovolvulus_vs_oochengi
OVOC8866	0.0112	ovolvulus_vs_oochengi
OVOC11908	0.0047	ovolvulus_vs_oochengi
OVOC6488	0.0098	ovolvulus_vs_oochengi
OVOC1175	0.0054	ovolvulus_vs_oochengi
OVOC4254	0.0208	ovolvulus_vs_oochengi
OVOC1363	0.0087	ovolvulus_vs_oochengi
OVOC3473	0.0088	ovolvulus_vs_oochengi
OVOC5133	0	ovolvulus_vs_oochengi
OVOC11310	0	ovolvulus_vs_oochengi
OVOC9151	0	ovolvulus_vs_oochengi
OVOC1014	0.0181	ovolvulus_vs_oochengi
OVOC1401	0.0111	ovolvulus_vs_oochengi
OVOC4787	0.0573	ovolvulus_vs_oochengi
OVOC6971	0.0039	ovolvulus_vs_oochengi
OVOC4441	0.0032	ovolvulus_vs_oochengi
OVOC7132	0.1785	ovolvulus_vs_oochengi
OVOC968	0	ovolvulus_vs_oochengi
OVOC575	0.0063	ovolvulus_vs_oochengi
OVOC1166	0	ovolvulus_vs_oochengi
OVOC671	0.0091	ovolvulus_vs_oochengi
OVOC8047	0.0049	ovolvulus_vs_oochengi
OVOC12223	0.0078	ovolvulus_vs_oochengi
OVOC3801	0.0626	ovolvulus_vs_oochengi
OVOC500	0.003	ovolvulus_vs_oochengi
OVOC7621	0.0081	ovolvulus_vs_oochengi
OVOC4384a	0.0034	ovolvulus_vs_oochengi
OVOC2844	0.0072	ovolvulus_vs_oochengi
OVOC702	0.0435	ovolvulus_vs_oochengi
OVOC4479	0.084	ovolvulus_vs_oochengi
OVOC8157	0.0716	ovolvulus_vs_oochengi
OVOC8542	0.0084	ovolvulus_vs_oochengi
OVOC327	0	ovolvulus_vs_oochengi
OVOC8921b	0.0522	ovolvulus_vs_oochengi
OVOC4299	0.0163	ovolvulus_vs_oochengi
OVOC5539	0.0059	ovolvulus_vs_oochengi
OVOC3958	0.0052	ovolvulus_vs_oochengi
OVOC4535	0.1085	ovolvulus_vs_oochengi
OVOC5553	0.0098	ovolvulus_vs_oochengi
OVOC11446	0.0114	ovolvulus_vs_oochengi
OVOC8048a	0.0077	ovolvulus_vs_oochengi
OVOC2341	0.0145	ovolvulus_vs_oochengi
OVOC11917	0.0078	ovolvulus_vs_oochengi
OVOC7685	0.0074	ovolvulus_vs_oochengi
OVOC1258	0.008	ovolvulus_vs_oochengi
OVOC9911	1e-04	ovolvulus_vs_oochengi
OVOC855	0.0035	ovolvulus_vs_oochengi
OVOC5367	0.0895	ovolvulus_vs_oochengi
OVOC9329	0.0132	ovolvulus_vs_oochengi
OVOC10599	0.0189	ovolvulus_vs_oochengi
OVOC8745	0.0082	ovolvulus_vs_oochengi
OVOC3754	0.0281	ovolvulus_vs_oochengi
OVOC2572	0.0062	ovolvulus_vs_oochengi
OVOC8939	0.1132	ovolvulus_vs_oochengi
OVOC2999	0.0071	ovolvulus_vs_oochengi
OVOC6679	0.0011	ovolvulus_vs_oochengi
OVOC1421	0.0086	ovolvulus_vs_oochengi
OVOC10964	0.0059	ovolvulus_vs_oochengi
OVOC8093	0.0043	ovolvulus_vs_oochengi
OVOC3941	0	ovolvulus_vs_oochengi
OVOC2038	0.0057	ovolvulus_vs_oochengi
OVOC10277	0.0284	ovolvulus_vs_oochengi
OVOC6496	0.0092	ovolvulus_vs_oochengi
OVOC2285	0.0463	ovolvulus_vs_oochengi
OVOC7019	0.0841	ovolvulus_vs_oochengi
OVOC11747	0.0061	ovolvulus_vs_oochengi
OVOC7925	0.0068	ovolvulus_vs_oochengi
OVOC613	0.0325	ovolvulus_vs_oochengi
OVOC3864	0.0018	ovolvulus_vs_oochengi
OVOC6402	0.0188	ovolvulus_vs_oochengi
OVOC2996	0.0392	ovolvulus_vs_oochengi
OVOC4708	0	ovolvulus_vs_oochengi
OVOC6941	0.053	ovolvulus_vs_oochengi
OVOC12231	0.0882	ovolvulus_vs_oochengi
OVOC10224	0.0069	ovolvulus_vs_oochengi
OVOC3036	0.0109	ovolvulus_vs_oochengi
OVOC8493	0	ovolvulus_vs_oochengi
OVOC756	0.0062	ovolvulus_vs_oochengi
OVOC10426	0.004	ovolvulus_vs_oochengi
OVOC4084	0.0303	ovolvulus_vs_oochengi
OVOC6606	0.0185	ovolvulus_vs_oochengi
OVOC2632	0.0052	ovolvulus_vs_oochengi
OVOC10837	0.0061	ovolvulus_vs_oochengi
OVOC7700	0.0114	ovolvulus_vs_oochengi
OVOC6998	0	ovolvulus_vs_oochengi
OVOC1657	0	ovolvulus_vs_oochengi
OVOC819	0.0074	ovolvulus_vs_oochengi
OVOC8931	0.0356	ovolvulus_vs_oochengi
OVOC5042	0	ovolvulus_vs_oochengi
OVOC796	0.0029	ovolvulus_vs_oochengi
OVOC2317	0.1293	ovolvulus_vs_oochengi
OVOC12025	0.0556	ovolvulus_vs_oochengi
OVOC2817	0.0018	ovolvulus_vs_oochengi
OVOC7516	0	ovolvulus_vs_oochengi
OVOC915	0.0055	ovolvulus_vs_oochengi
OVOC11741	0.0214	ovolvulus_vs_oochengi
OVOC8454	0.0025	ovolvulus_vs_oochengi
OVOC11277	0.0042	ovolvulus_vs_oochengi
OVOC832	0	ovolvulus_vs_oochengi
OVOC5370	0.0289	ovolvulus_vs_oochengi
OVOC811	0.0049	ovolvulus_vs_oochengi
OVOC6325	0.0018	ovolvulus_vs_oochengi
OVOC6368	0	ovolvulus_vs_oochengi
OVOC1701	0	ovolvulus_vs_oochengi
OVOC3202	0.004	ovolvulus_vs_oochengi
OVOC6403	0.0036	ovolvulus_vs_oochengi
OVOC10003a	0.0103	ovolvulus_vs_oochengi
OVOC1659	0.0493	ovolvulus_vs_oochengi
OVOC549	0	ovolvulus_vs_oochengi
OVOC7828	0.0156	ovolvulus_vs_oochengi
OVOC5700	0.0419	ovolvulus_vs_oochengi
OVOC513	0.0369	ovolvulus_vs_oochengi
OVOC11812	0.0449	ovolvulus_vs_oochengi
OVOC1558	0.0322	ovolvulus_vs_oochengi
OVOC1523	0	ovolvulus_vs_oochengi
OVOC1196	0.0503	ovolvulus_vs_oochengi
OVOC2534	0	ovolvulus_vs_oochengi
OVOC5148	0.0015	ovolvulus_vs_oochengi
OVOC5056	0.0208	ovolvulus_vs_oochengi
OVOC2825	0	ovolvulus_vs_oochengi
OVOC858	0.0072	ovolvulus_vs_oochengi
OVOC10541	0.0052	ovolvulus_vs_oochengi
OVOC1305	0.0163	ovolvulus_vs_oochengi
OVOC10262	0.0052	ovolvulus_vs_oochengi
OVOC8607	0	ovolvulus_vs_oochengi
OVOC2916	0.0196	ovolvulus_vs_oochengi
OVOC4295	0.0085	ovolvulus_vs_oochengi
OVOC11890	0.0069	ovolvulus_vs_oochengi
OVOC9696	0	ovolvulus_vs_oochengi
OVOC7074	0.0334	ovolvulus_vs_oochengi
OVOC11500	0.0036	ovolvulus_vs_oochengi
OVOC2065	0	ovolvulus_vs_oochengi
OVOC10774	0.0047	ovolvulus_vs_oochengi
OVOC460	0.0167	ovolvulus_vs_oochengi
OVOC8944	0.0541	ovolvulus_vs_oochengi
OVOC4663	0.017	ovolvulus_vs_oochengi
OVOC12186	0.0623	ovolvulus_vs_oochengi
OVOC2808	0.0083	ovolvulus_vs_oochengi
OVOC2728	0.0027	ovolvulus_vs_oochengi
OVOC9951	0.0086	ovolvulus_vs_oochengi
OVOC940	0.0046	ovolvulus_vs_oochengi
OVOC3480	0.0108	ovolvulus_vs_oochengi
OVOC8965	0.0049	ovolvulus_vs_oochengi
OVOC6955	0.0087	ovolvulus_vs_oochengi
OVOC7934	0	ovolvulus_vs_oochengi
OVOC7369	0.0218	ovolvulus_vs_oochengi
OVOC8485	0.004	ovolvulus_vs_oochengi
OVOC7302	0.0548	ovolvulus_vs_oochengi
OVOC9460	0.0039	ovolvulus_vs_oochengi
OVOC2402	0.0028	ovolvulus_vs_oochengi
OVOC9491	0.0034	ovolvulus_vs_oochengi
OVOC2881	0.0713	ovolvulus_vs_oochengi
OVOC11757	0.0124	ovolvulus_vs_oochengi
OVOC9887	1e-04	ovolvulus_vs_oochengi
OVOC983	0.0025	ovolvulus_vs_oochengi
OVOC5117	0.0057	ovolvulus_vs_oochengi
OVOC8846	0.008	ovolvulus_vs_oochengi
OVOC1684	0.1479	ovolvulus_vs_oochengi
OVOC10344	0.0043	ovolvulus_vs_oochengi
OVOC6782	0.0051	ovolvulus_vs_oochengi
OVOC10200	0.0139	ovolvulus_vs_oochengi
OVOC4076	0.0047	ovolvulus_vs_oochengi
OVOC4903	0.0081	ovolvulus_vs_oochengi
OVOC97	0	ovolvulus_vs_oochengi
OVOC217	0.0043	ovolvulus_vs_oochengi
OVOC6340	0.0063	ovolvulus_vs_oochengi
OVOC2256	0.0182	ovolvulus_vs_oochengi
OVOC1043	0.0426	ovolvulus_vs_oochengi
OVOC6155	0	ovolvulus_vs_oochengi
OVOC964	0.0021	ovolvulus_vs_oochengi
OVOC11866	0.0031	ovolvulus_vs_oochengi
OVOC6778	0	ovolvulus_vs_oochengi
OVOC8472	0.023	ovolvulus_vs_oochengi
OVOC1138	0.0284	ovolvulus_vs_oochengi
OVOC7657	0.0053	ovolvulus_vs_oochengi
OVOC1699	0.0019	ovolvulus_vs_oochengi
OVOC10047	0.0069	ovolvulus_vs_oochengi
OVOC4138	0.002	ovolvulus_vs_oochengi
OVOC7483	0.0322	ovolvulus_vs_oochengi
OVOC9897	0.0013	ovolvulus_vs_oochengi
OVOC2921	0.0053	ovolvulus_vs_oochengi
OVOC5388	0.0026	ovolvulus_vs_oochengi
OVOC3318	0.0118	ovolvulus_vs_oochengi
OVOC683	0	ovolvulus_vs_oochengi
OVOC684	0.0091	ovolvulus_vs_oochengi
OVOC543	0.0026	ovolvulus_vs_oochengi
OVOC8618	0.0097	ovolvulus_vs_oochengi
OVOC10416	0.0384	ovolvulus_vs_oochengi
OVOC10763	0.0038	ovolvulus_vs_oochengi
OVOC8508	0.0737	ovolvulus_vs_oochengi
OVOC11287	0.074	ovolvulus_vs_oochengi
OVOC8403	0.0047	ovolvulus_vs_oochengi
OVOC11055	0.0074	ovolvulus_vs_oochengi
OVOC8155	0.0148	ovolvulus_vs_oochengi
OVOC3032	0.0036	ovolvulus_vs_oochengi
OVOC434	0.0025	ovolvulus_vs_oochengi
OVOC5428	1e-04	ovolvulus_vs_oochengi
OVOC4915	0.0206	ovolvulus_vs_oochengi
OVOC537	0	ovolvulus_vs_oochengi
OVOC7973	0.0046	ovolvulus_vs_oochengi
OVOC5064	0.0043	ovolvulus_vs_oochengi
OVOC6005	0.015	ovolvulus_vs_oochengi
OVOC5268	0.0258	ovolvulus_vs_oochengi
OVOC11205	0	ovolvulus_vs_oochengi
OVOC7800	0.0045	ovolvulus_vs_oochengi
OVOC10830	0.0101	ovolvulus_vs_oochengi
OVOC4589	0	ovolvulus_vs_oochengi
OVOC5071	0.0228	ovolvulus_vs_oochengi
OVOC4512	0	ovolvulus_vs_oochengi
OVOC11837	0.0058	ovolvulus_vs_oochengi
OVOC7067	0.0089	ovolvulus_vs_oochengi
OVOC582	0	ovolvulus_vs_oochengi
OVOC2925	0.0082	ovolvulus_vs_oochengi
OVOC4892	1e-04	ovolvulus_vs_oochengi
OVOC8986	0.0045	ovolvulus_vs_oochengi
OVOC5330	0.003	ovolvulus_vs_oochengi
OVOC8990	0.0135	ovolvulus_vs_oochengi
OVOC4986	0.0097	ovolvulus_vs_oochengi
OVOC10805	0.0049	ovolvulus_vs_oochengi
OVOC6702	0.0168	ovolvulus_vs_oochengi
OVOC7172	0	ovolvulus_vs_oochengi
OVOC11535	0.0259	ovolvulus_vs_oochengi
OVOC1145	0.0067	ovolvulus_vs_oochengi
OVOC11790	0.0221	ovolvulus_vs_oochengi
OVOC153	0.0013	ovolvulus_vs_oochengi
OVOC2398	0.0055	ovolvulus_vs_oochengi
OVOC1176	0.011	ovolvulus_vs_oochengi
OVOC4329	0.0065	ovolvulus_vs_oochengi
OVOC10696	0.0337	ovolvulus_vs_oochengi
OVOC5577	0	ovolvulus_vs_oochengi
OVOC9117	0	ovolvulus_vs_oochengi
OVOC1891	0.0609	ovolvulus_vs_oochengi
OVOC9246	0.0023	ovolvulus_vs_oochengi
OVOC9127	0.0074	ovolvulus_vs_oochengi
OVOC7174	0.0281	ovolvulus_vs_oochengi
OVOC759	0.0038	ovolvulus_vs_oochengi
OVOC11382	0.0073	ovolvulus_vs_oochengi
OVOC4458	0.0358	ovolvulus_vs_oochengi
OVOC2857	1e-04	ovolvulus_vs_oochengi
OVOC7410	0.0095	ovolvulus_vs_oochengi
OVOC1438	0.0087	ovolvulus_vs_oochengi
OVOC10821	0.0016	ovolvulus_vs_oochengi
OVOC4945	0.0396	ovolvulus_vs_oochengi
OVOC196	0.0031	ovolvulus_vs_oochengi
OVOC2799	0.0062	ovolvulus_vs_oochengi
OVOC5986	0.0295	ovolvulus_vs_oochengi
OVOC8643	0	ovolvulus_vs_oochengi
OVOC9594	0.0113	ovolvulus_vs_oochengi
OVOC2715	0.0047	ovolvulus_vs_oochengi
OVOC7721	0	ovolvulus_vs_oochengi
OVOC5625	0.0022	ovolvulus_vs_oochengi
OVOC5337	0.0029	ovolvulus_vs_oochengi
OVOC152	0.0068	ovolvulus_vs_oochengi
OVOC11025	0.0035	ovolvulus_vs_oochengi
OVOC7910	0	ovolvulus_vs_oochengi
OVOC8784	0.0273	ovolvulus_vs_oochengi
OVOC1021	0.0094	ovolvulus_vs_oochengi
OVOC11553	0.0217	ovolvulus_vs_oochengi
OVOC8267	0.0047	ovolvulus_vs_oochengi
OVOC7668	0.0058	ovolvulus_vs_oochengi
OVOC4340	0	ovolvulus_vs_oochengi
OVOC4796	0.0111	ovolvulus_vs_oochengi
OVOC8375	0	ovolvulus_vs_oochengi
OVOC10784	0.0072	ovolvulus_vs_oochengi
OVOC11742	0	ovolvulus_vs_oochengi
OVOC4286	0.0024	ovolvulus_vs_oochengi
OVOC9145	0.0029	ovolvulus_vs_oochengi
OVOC1184	0.0121	ovolvulus_vs_oochengi
OVOC6486	0.0074	ovolvulus_vs_oochengi
OVOC4015	0.007	ovolvulus_vs_oochengi
OVOC9015	0.0044	ovolvulus_vs_oochengi
OVOC208	0.0113	ovolvulus_vs_oochengi
OVOC5165	0.0072	ovolvulus_vs_oochengi
OVOC4940a	0.015	ovolvulus_vs_oochengi
OVOC834	0	ovolvulus_vs_oochengi
OVOC8771	0.0019	ovolvulus_vs_oochengi
OVOC762	0.0062	ovolvulus_vs_oochengi
OVOC40	0.0046	ovolvulus_vs_oochengi
OVOC6161	0.0057	ovolvulus_vs_oochengi
OVOC10195	0.022	ovolvulus_vs_oochengi
OVOC9086	0	ovolvulus_vs_oochengi
OVOC11101	0.0172	ovolvulus_vs_oochengi
OVOC4954	0	ovolvulus_vs_oochengi
OVOC3477	0	ovolvulus_vs_oochengi
OVOC461	0.0212	ovolvulus_vs_oochengi
OVOC10942	0.0334	ovolvulus_vs_oochengi
OVOC9494	0.0081	ovolvulus_vs_oochengi
OVOC4217	0.0955	ovolvulus_vs_oochengi
OVOC11426	0	ovolvulus_vs_oochengi
OVOC1049	0	ovolvulus_vs_oochengi
OVOC8226	0.0054	ovolvulus_vs_oochengi
OVOC982	0	ovolvulus_vs_oochengi
OVOC237	0.0288	ovolvulus_vs_oochengi
OVOC6175	0.0037	ovolvulus_vs_oochengi
OVOC7806	0.0057	ovolvulus_vs_oochengi
OVOC6485	0.0509	ovolvulus_vs_oochengi
OVOC6882	0	ovolvulus_vs_oochengi
OVOC7683	0	ovolvulus_vs_oochengi
OVOC207	0.0179	ovolvulus_vs_oochengi
OVOC75	0.0243	ovolvulus_vs_oochengi
OVOC970a	0.008	ovolvulus_vs_oochengi
OVOC6701	0.0041	ovolvulus_vs_oochengi
OVOC11788	0	ovolvulus_vs_oochengi
OVOC4935	0.0558	ovolvulus_vs_oochengi
OVOC90	0.0076	ovolvulus_vs_oochengi
OVOC2697	0.0388	ovolvulus_vs_oochengi
OVOC8860	0.1076	ovolvulus_vs_oochengi
OVOC5079	0.005	ovolvulus_vs_oochengi
OVOC8463	0.0187	ovolvulus_vs_oochengi
OVOC1122	0	ovolvulus_vs_oochengi
OVOC7856	0.0091	ovolvulus_vs_oochengi
OVOC7868	0.0062	ovolvulus_vs_oochengi
OVOC8058	0	ovolvulus_vs_oochengi
OVOC11449	0.0102	ovolvulus_vs_oochengi
OVOC2738	0.0053	ovolvulus_vs_oochengi
OVOC5382	0.0108	ovolvulus_vs_oochengi
OVOC7729	0.0093	ovolvulus_vs_oochengi
OVOC4534	0.0064	ovolvulus_vs_oochengi
OVOC6823	0.0024	ovolvulus_vs_oochengi
OVOC12225	0.0116	ovolvulus_vs_oochengi
OVOC3222	0.0308	ovolvulus_vs_oochengi
OVOC11567	0.0055	ovolvulus_vs_oochengi
OVOC4450	0.0033	ovolvulus_vs_oochengi
OVOC1045	0.0043	ovolvulus_vs_oochengi
OVOC1831	0.0038	ovolvulus_vs_oochengi
OVOC11383	0	ovolvulus_vs_oochengi
OVOC1214	0	ovolvulus_vs_oochengi
OVOC5353	0.005	ovolvulus_vs_oochengi
OVOC1396	0	ovolvulus_vs_oochengi
OVOC2688	0.0063	ovolvulus_vs_oochengi
OVOC9016	0.0036	ovolvulus_vs_oochengi
OVOC5166	0.0125	ovolvulus_vs_oochengi
OVOC11334	0.0054	ovolvulus_vs_oochengi
OVOC11916	0.007	ovolvulus_vs_oochengi
OVOC8288	0.0049	ovolvulus_vs_oochengi
OVOC5151	0.0017	ovolvulus_vs_oochengi
OVOC8693	0.008	ovolvulus_vs_oochengi
OVOC11117	1e-04	ovolvulus_vs_oochengi
OVOC11368	0.0076	ovolvulus_vs_oochengi
OVOC6711	0.0311	ovolvulus_vs_oochengi
OVOC4596	0.006	ovolvulus_vs_oochengi
OVOC7487	0.0115	ovolvulus_vs_oochengi
OVOC1502	0.0067	ovolvulus_vs_oochengi
OVOC1263	0.0414	ovolvulus_vs_oochengi
OVOC2833	0.0303	ovolvulus_vs_oochengi
OVOC4702	0.0043	ovolvulus_vs_oochengi
OVOC8424	0	ovolvulus_vs_oochengi
OVOC11587	0	ovolvulus_vs_oochengi
OVOC1889	0.0408	ovolvulus_vs_oochengi
OVOC9501	0	ovolvulus_vs_oochengi
OVOC10974	0.0284	ovolvulus_vs_oochengi
OVOC310	0.0064	ovolvulus_vs_oochengi
OVOC5397	0.0115	ovolvulus_vs_oochengi
OVOC1764	0.0054	ovolvulus_vs_oochengi
OVOC12151	0.107	ovolvulus_vs_oochengi
OVOC3606	0.0774	ovolvulus_vs_oochengi
OVOC3290	0.0231	ovolvulus_vs_oochengi
OVOC5391	0.0284	ovolvulus_vs_oochengi
OVOC10377	0.016	ovolvulus_vs_oochengi
OVOC11698	0	ovolvulus_vs_oochengi
OVOC2789	0	ovolvulus_vs_oochengi
OVOC3324	0.0138	ovolvulus_vs_oochengi
OVOC11841	0.0257	ovolvulus_vs_oochengi
OVOC5201	0.0039	ovolvulus_vs_oochengi
OVOC9007	0	ovolvulus_vs_oochengi
OVOC482	0.0528	ovolvulus_vs_oochengi
OVOC10479	0.0167	ovolvulus_vs_oochengi
OVOC6434	0.0253	ovolvulus_vs_oochengi
OVOC7122	0.0108	ovolvulus_vs_oochengi
OVOC12481	0.053	ovolvulus_vs_oochengi
OVOC5824	0.0053	ovolvulus_vs_oochengi
OVOC10855	0.0227	ovolvulus_vs_oochengi
OVOC431	0	ovolvulus_vs_oochengi
OVOC1286	0.0165	ovolvulus_vs_oochengi
OVOC6653	0.002	ovolvulus_vs_oochengi
OVOC5052	0.0046	ovolvulus_vs_oochengi
OVOC3251	0.0128	ovolvulus_vs_oochengi
OVOC1597	0.009	ovolvulus_vs_oochengi
OVOC6036	0.0506	ovolvulus_vs_oochengi
OVOC6014	0.0061	ovolvulus_vs_oochengi
OVOC5183	0.0019	ovolvulus_vs_oochengi
OVOC10644	0.0044	ovolvulus_vs_oochengi
OVOC12007	0.0056	ovolvulus_vs_oochengi
OVOC8575	0	ovolvulus_vs_oochengi
OVOC7870	0	ovolvulus_vs_oochengi
OVOC8514	0.0025	ovolvulus_vs_oochengi
OVOC2293	0	ovolvulus_vs_oochengi
OVOC3839	0.0385	ovolvulus_vs_oochengi
OVOC11408	0.0085	ovolvulus_vs_oochengi
OVOC7936	0.0236	ovolvulus_vs_oochengi
OVOC7631	0.0281	ovolvulus_vs_oochengi
OVOC3389	0.0283	ovolvulus_vs_oochengi
OVOC11028a	0	ovolvulus_vs_oochengi
OVOC8884	0	ovolvulus_vs_oochengi
OVOC4641	0.0059	ovolvulus_vs_oochengi
OVOC269	0	ovolvulus_vs_oochengi
OVOC11066	0.0943	ovolvulus_vs_oochengi
OVOC2626	0.007	ovolvulus_vs_oochengi
OVOC6694	0.0055	ovolvulus_vs_oochengi
OVOC11115	0	ovolvulus_vs_oochengi
OVOC11269	0.008	ovolvulus_vs_oochengi
OVOC5385	0.0042	ovolvulus_vs_oochengi
OVOC11931	2e-04	ovolvulus_vs_oochengi
OVOC5015	0.0182	ovolvulus_vs_oochengi
OVOC3701	0.0049	ovolvulus_vs_oochengi
OVOC1132	0	ovolvulus_vs_oochengi
OVOC11848	0.0059	ovolvulus_vs_oochengi
OVOC7513	0.0649	ovolvulus_vs_oochengi
OVOC438	0.0044	ovolvulus_vs_oochengi
OVOC13	0.0158	ovolvulus_vs_oochengi
OVOC10673	0.003	ovolvulus_vs_oochengi
OVOC9202	0.0036	ovolvulus_vs_oochengi
OVOC9825	0.0654	ovolvulus_vs_oochengi
OVOC8914	0	ovolvulus_vs_oochengi
OVOC11685	0.0213	ovolvulus_vs_oochengi
OVOC10848	0.007	ovolvulus_vs_oochengi
OVOC9308	0.0084	ovolvulus_vs_oochengi
OVOC2482	0	ovolvulus_vs_oochengi
OVOC3926	0.0096	ovolvulus_vs_oochengi
OVOC11588	0.0084	ovolvulus_vs_oochengi
OVOC6542	0.0068	ovolvulus_vs_oochengi
OVOC8872	0.018	ovolvulus_vs_oochengi
OVOC1127	0.0063	ovolvulus_vs_oochengi
OVOC7529	0	ovolvulus_vs_oochengi
